농약제품목록,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
등록번호,구분,작물명,병해충명,품목명,일반명,유효성분 함유량,상표명,인축독성,어독성,용도,등록일,작용기작,희석배수,사용량,사용적기,사용방법,안전사용기준(시기),안전사용기준(횟수),제형,법인명(상호명)
64-살균-16,수입,고추(단고추류포함),탄저병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,더블탄,Ⅳ급(저독성),Ⅱ급,살균,2016-08-02,다3,2000배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,빅스타네이처사이언스(주)
3-살균-160,제조,고추,탄저병,디티아논 수화제,Dithianon,75%,델란,Ⅳ급(저독성),Ⅰ급,살균,1998-11-28,카,1000배,-,발병초부터 10일간격,경엽처리,수확3일전,4회,수화제,(주)동방아그로
14-살균-40,제조,고추,탄저병,디티아논 수화제,Dithianon,75%,델란,Ⅳ급(저독성),Ⅰ급,살균,1981-03-02,카,1000배,-,발병초부터 10일간격,경엽처리,수확3일전,4회,수화제,한국삼공(주)
8-살균-371,제조,고추(단고추류포함),탄저병,디티아논 입상수화제,Dithianon,44%,델란,Ⅳ급(저독성),Ⅰ급,살균,2015-10-28,카,1000배,-,발병초 10일간격,경엽처리,수확7일전,3회,입상수화제,(주)농협케미컬
1-살균-152,제조,고추(단고추류포함),탄저병,디티아논 액상수화제,Dithianon,43%,델란,Ⅲ급(보통독성),Ⅰ급,살균,1994-04-08,카,1000배,-,발병초부터 10일간격,경엽처리,수확7일전,5회,액상수화제,(주)경농
8-살균-37,수입,고추(단고추류포함),탄저병,디티아논 입상수화제,Dithianon,66%,델란,Ⅳ급(저독성),Ⅰ급,살균,2006-02-08,카,1500배,-,발생초 10일간격,경엽처리,수확7일전,3회,입상수화제,(주)농협케미컬
14-살균-66,제조,고추(단고추류포함),탄저병,코퍼옥시클로라이드.디티아논 수화제,Copper oxychloride+Dithianon,55(42+13)%,델란케이,Ⅳ급(저독성),Ⅱ급,살균,1985-05-01,카+카,500배,-,발병초부터 10일간격,경엽처리,수확7일전,3회,수화제,한국삼공(주)
14-살균-133,제조,고추,탄저병,디티아논.티오파네이트메틸 수화제,Dithianon+Thiophanate-methyl,70(30+40)%,델란티,Ⅳ급(저독성),Ⅰ급,살균,1995-03-21,카+나1,1000배,-,발병초 10일간격,경엽처리,수확3일전,3회,수화제,한국삼공(주)
3-살균-118,제조,고추,탄저병,베노밀 수화제,Benomyl,50%,동방베노밀,Ⅳ급(저독성),Ⅱ급,살균,1993-09-15,나1,1500배,-,발병초부터 10일간격,경엽처리,수확2일전,4회,수화제,(주)동방아그로
3-살균-1,제조,고추(단고추류포함),탄저병,티오파네이트메틸 수화제,Thiophanate-methyl,70%,동방지오판,Ⅳ급(저독성),Ⅱ급,살균,1981-05-09,나1,1500배,-,발병초부터 10일간격,경엽처리,수확3일전,3회,수화제,(주)동방아그로
19-살균-165,제조,고추,탄저병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,두루두루,Ⅳ급(저독성),Ⅱ급,살균,2017-03-29,다3,2000배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,인바이오(주)
29-살균-6,수입,고추(단고추류포함),탄저병,프로클로라즈.테부코나졸 유제,Prochloraz+Tebuconazole,37.5(25+12.5)%,두아졸,Ⅳ급(저독성),Ⅱ급,살균,2007-10-01,사1+사1,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,유제,한국마간(주)
47-살균-13,수입,고추(단고추류포함),탄저병,프로클로라즈.테부코나졸 유제,Prochloraz+Tebuconazole,37.5(25+12.5)%,두아졸,Ⅳ급(저독성),Ⅱ급,살균,2015-10-08,사1+사1,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,유제,아다마코리아(주)
46-살균-353,제조,고추(단고추류포함),탄저병,플루퀸코나졸.트리플록시스트로빈 액상수화제,Fluquinconazole+Trifloxystrobin,28(14+14)%,듬지칸,Ⅲ급(보통독성),Ⅰ급,살균,2012-02-02,사1+다3,2000배,-,발병초 10일간격,경엽처리,수확2일전,3회,액상수화제,(주)팜한농
85-살균-8,수입,고추(단고추류포함),탄저병,디티아논 입상수화제,Dithianon,66%,디치원,Ⅳ급(저독성),Ⅰ급,살균,2012-12-04,카,1500배,-,발병초 10일간격,경엽처리,수확7일전,3회,입상수화제,(주)케이씨생명과학
3-살균-220,제조,고추(단고추류포함),탄저병,시메코나졸 수화제,Simeconazole,20%,디펜더,Ⅳ급(저독성),Ⅲ급,살균,2005-09-30,사1,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,수화제,(주)동방아그로
77-살균-10,제조,고추(단고추류포함),탄저병,플루아지남 수화제,Fluazinam,50%,디펜솔,Ⅳ급(저독성),Ⅰ급,살균,2013-02-21,다5,2000배,-,발병초 10일간격,경엽처리,수확5일전,4회,수화제,태평에이지(주)
69-살균-14,제조,고추(단고추류포함),탄저병,테부코나졸 입제,Tebuconazole,2%,땅지기,Ⅳ급(저독성),Ⅲ급,살균,2018-05-08,사1,-,3㎏/10a,정식전,두둑처리,정식기,1회,입제,㈜이엑스아이디
69-살균-14,제조,고추(잎),탄저병,테부코나졸 입제,Tebuconazole,2%,땅지기,Ⅳ급(저독성),Ⅲ급,살균,2018-05-08,사1,-,3㎏/10a,정식전,두둑처리,정식기,1회,입제,㈜이엑스아이디
174-살균-5,수입,고추,탄저병,아족시스트로빈.디메토모르프 입상수화제,Azoxystrobin+Dimethomorph,23(8+15)%,라보트,Ⅳ급(저독성),Ⅱ급,살균,2023-11-16,다3+아5,1000배,-,발생초기,경엽처리,수확7일전,2회,입상수화제,(주)성심바이오메딕
48-살균-29,제조,고추(단고추류포함),탄저병,아족시스트로빈.디메토모르프 입상수화제,Azoxystrobin+Dimethomorph,23(8+15)%,라보트,Ⅳ급(저독성),Ⅱ급,살균,2016-03-31,다3+아5,1000배,-,발병초 10일간격,경엽처리,수확7일전,2회,입상수화제,(주)태준아그로텍
56-살균-11,수입,고추(단고추류포함),탄저병,아족시스트로빈.디메토모르프 입상수화제,Azoxystrobin+Dimethomorph,23(8+15)%,라보트,Ⅳ급(저독성),Ⅱ급,살균,2014-11-04,다3+아5,1000배,-,발병초 10일간격,경엽처리,수확7일전,2회,입상수화제,(주)태준아그로텍
174-살균-5,수입,단고추류,탄저병,아족시스트로빈.디메토모르프 입상수화제,Azoxystrobin+Dimethomorph,23(8+15)%,라보트,Ⅳ급(저독성),Ⅱ급,살균,2023-11-16,다3+아5,1000배,-,발생초기,경엽처리,수확7일전,2회,입상수화제,(주)성심바이오메딕
52-살균-173,제조,고추,탄저병,보스칼리드.피라클로스트로빈 입상수화제,Boscalid+Pyraclostrobin,20.4(13.6+6.8)%,라이센스,Ⅳ급(저독성),Ⅱ급,살균,2021-01-11,다2+다3,2000배,-,발병초 10일간격,경엽처리,수확5일전,2회,입상수화제,(주)한얼싸이언스
52-살균-173,제조,단고추류,탄저병,보스칼리드.피라클로스트로빈 입상수화제,Boscalid+Pyraclostrobin,20.4(13.6+6.8)%,라이센스,Ⅳ급(저독성),Ⅱ급,살균,2021-01-11,다2+다3,2000배,-,발병초 10일간격,경엽처리,수확5일전,2회,입상수화제,(주)한얼싸이언스
39-살균-91,제조,고추,탄저병,피라클로스트로빈 액상수화제,Pyraclostrobin,11%,라인맨,Ⅳ급(저독성),Ⅰ급,살균,2024-10-14,다3,2000배,-,발병초기,경엽처리,수확3일전,2회,액상수화제,(주)천지인바이오텍
39-살균-91,제조,단고추류,탄저병,피라클로스트로빈 액상수화제,Pyraclostrobin,11%,라인맨,Ⅳ급(저독성),Ⅰ급,살균,2024-10-14,다3,2000배,-,발병초기,경엽처리,수확3일전,2회,액상수화제,(주)천지인바이오텍
4-살균-51,수입,고추(단고추류포함),탄저병,프로피네브.트리플록시스트로빈 입상수화제,Propineb+Trifloxystrobin,64.8(61.3+3.5)%,라체스,Ⅳ급(저독성),Ⅱ급,살균,2021-07-29,카+다3,1000배,-,발병초부터 10일간격,경엽처리,수확7일전,3회,입상수화제,바이엘크롭사이언스(주)
2-살균-35,수입,고추(단고추류포함),탄저병,클로로탈로닐.만디프로파미드 액상수화제,Chlorothalonil+Mandipropamid,36.63(33.3+3.33)%,래버스옵티,Ⅳ급(저독성),Ⅰ급,살균,2007-10-01,카+아5,800배,-,발병초 10일간격,경엽처리,수확2일전,3회,액상수화제,신젠타코리아(주)
2-살균-313,제조,고추(단고추류포함),탄저병,클로로탈로닐.만디프로파미드 액상수화제,Chlorothalonil+Mandipropamid,36.63(33.3+3.33)%,래버스옵티,Ⅳ급(저독성),Ⅰ급,살균,2012-11-14,카+아5,800배,-,발병초 10일간격,경엽처리,수확2일전,3회,액상수화제,신젠타코리아(주)
51-살균-88,제조,고추(단고추류포함),탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,런닝맨,Ⅳ급(저독성),Ⅰ급,살균,2018-05-31,다3,3000배,-,발병초 10일간격,경엽처리,수확5일전,3회,입상수화제,아그리젠토(주)
51-살균-88,제조,고추(잎),탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,런닝맨,Ⅳ급(저독성),Ⅰ급,살균,2018-05-31,다3,3000배,-,발병초기,경엽처리,수확7일전,1회,입상수화제,아그리젠토(주)
52-살균-208,제조,고추,탄저병,테부코나졸 액상수화제,Tebuconazole,20%,레베카,Ⅳ급(저독성),Ⅲ급,살균,2025-02-24,사1,2000배,-,발병 초부터,경엽처리,수확3일전,3회,액상수화제,(주)한얼싸이언스
52-살균-208,제조,단고추류,탄저병,테부코나졸 액상수화제,Tebuconazole,20%,레베카,Ⅳ급(저독성),Ⅲ급,살균,2025-02-24,사1,2000배,-,발병 초부터,경엽처리,수확3일전,3회,액상수화제,(주)한얼싸이언스
62-살균-11,제조,고추(단고추류포함),탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,로맨스,Ⅳ급(저독성),Ⅰ급,살균,2019-02-19,다3,3000배,-,발병초 10일간격,경엽처리,수확5일전,3회,입상수화제,지넥스(주)
62-살균-11,제조,고추(잎),탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,로맨스,Ⅳ급(저독성),Ⅰ급,살균,2019-02-19,다3,3000배,-,발병초기,경엽처리,수확7일전,1회,입상수화제,지넥스(주)
8-살균-395,제조,고추(단고추류포함),탄저병,이프로디온.프로클로라즈망가니즈 수화제,Iprodione+Prochloraz-manganese,35(15+20)%,로브곤,Ⅳ급(저독성),Ⅱ급,살균,2018-09-07,마3+사1,1000배,-,발병초 10일간격,경엽처리,수확5일전,3회,수화제,(주)농협케미컬
39-살균-71,제조,고추(단고추류포함),탄저병,트리플록시스트로빈 액상수화제,Trifloxystrobin,22%,로열티,Ⅳ급(저독성),Ⅰ급,살균,2022-02-08,다3,2000배,-,발생초기,경엽처리,수확3일전,3회,액상수화제,(주)천지인바이오텍
19-살균-67,제조,고추(단고추류포함),탄저병,디페노코나졸 액상수화제,Difenoconazole,10%,로티플,Ⅳ급(저독성),Ⅲ급,살균,2004-04-03,사1,2000배,-,발병초 10일간격,경엽처리,수확7일전,2회,액상수화제,인바이오(주)
52-살균-1,제조,고추(단고추류포함),탄저병,디페노코나졸.테부코나졸 분산성액제,Difenoconazole+Tebuconazole,9.5(3.5+6)%,르네상스,Ⅳ급(저독성),Ⅲ급,살균,2011-11-08,사1+사1,1000배,-,발병초 10일간격,경엽처리,수확3일전,3회,분산성액제,(주)한얼싸이언스
45-살균-40,제조,고추,탄저병,만코제브.메탈락실 수화제,Mancozeb+Metalaxyl,63.5(56+7.5)%,리도다다센,Ⅳ급(저독성),Ⅲ급,살균,2004-03-15,카+가1,500배,-,발병초부터 10일간격,경엽처리,수확15일전,2회,수화제,선문그린사이언스(주)
1-살균-102,제조,고추,탄저병,만코제브.메탈락실 수화제,Mancozeb+Metalaxyl,63.5(56+7.5)%,리도밀엠지,Ⅳ급(저독성),Ⅲ급,살균,1988-02-13,카+가1,500배,-,발병초부터 10일간격,경엽처리,수확15일전,2회,수화제,(주)경농
153-살균-3,수입,고추,탄저병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,리드보드,Ⅳ급(저독성),Ⅱ급,살균,2023-04-13,다3,2000배,-,발생초기,경엽처리,수확3일전,5회,액상수화제,레인보우애그로사이언스(주)
153-살균-3,수입,단고추류,탄저병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,리드보드,Ⅳ급(저독성),Ⅱ급,살균,2023-04-13,다3,2000배,-,발생초기,경엽처리,수확3일전,5회,액상수화제,레인보우애그로사이언스(주)
3-살균-299,제조,고추(단고추류포함),탄저병,디티아논.메트코나졸 입상수화제,Dithianon+Metconazole,35(30+5)%,리스펙트,Ⅳ급(저독성),Ⅰ급,살균,2011-03-29,카+사1,1500배,-,발병초 10일간격  ,경엽처리,수확2일전,3회,입상수화제,(주)동방아그로
39-살균-53,제조,고추(단고추류포함),탄저병,클로로탈로닐 수화제,Chlorothalonil,75%,리치맨,Ⅳ급(저독성),Ⅰ급,살균,2020-03-17,카,700배,-,발병초부터 10일간격,경엽처리,수확7일전,4회,수화제,(주)천지인바이오텍
29-살균-12,제조,고추(단고추류포함),탄저병,클로로탈로닐.테부코나졸 수화제,Chlorothalonil+Tebuconazole,50(27+23)%,리치원,Ⅳ급(저독성),Ⅰ급,살균,2008-03-04,카+사1,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,수화제,(주)유피엘리미티드코리아
102-살균-6,수입,고추(단고추류포함),탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,마가롱,Ⅳ급(저독성),Ⅰ급,살균,2021-06-15,다3,3000배,-,발병초 10일간격,경엽처리,수확5일전,3회,입상수화제,태평에이지(주)
102-살균-6,수입,고추(잎),탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,마가롱,Ⅳ급(저독성),Ⅰ급,살균,2021-06-15,다3,3000배,-,발병초기,경엽처리,수확7일전,1회,입상수화제,태평에이지(주)
77-살균-11,제조,고추(단고추류포함),탄저병,테부코나졸 수화제,Tebuconazole,25%,마꼬잡꼬,Ⅳ급(저독성),Ⅲ급,살균,2013-02-21,사1,2000배,-,발병초부터 10일간격,경엽처리,수확3일전,3회,수화제,태평에이지(주)
77-살균-1,제조,고추(단고추류포함),탄저병,테부코나졸 유제,Tebuconazole,25%,마꼬잡꼬,Ⅳ급(저독성),Ⅲ급,살균,2020-12-24,사1,2000배,-,발병초부터 10일간격,경엽처리,수확2일전,2회,유제,태평에이지(주)
39-살균-90,제조,고추,탄저병,피라클로스트로빈 유제,Pyraclostrobin,22.9%,마리올,Ⅲ급(보통독성),Ⅰ급,살균,2024-08-28,다3,4000배,-,발생초기,경엽처리,수확2일전,3회,유제,(주)천지인바이오텍
39-살균-90,제조,고추(잎),탄저병,피라클로스트로빈 유제,Pyraclostrobin,22.9%,마리올,Ⅲ급(보통독성),Ⅰ급,살균,2024-08-28,다3,4000배,-,발병 초부터,경엽처리,수확7일전,1회,유제,(주)천지인바이오텍
39-살균-90,제조,단고추류,탄저병,피라클로스트로빈 유제,Pyraclostrobin,22.9%,마리올,Ⅲ급(보통독성),Ⅰ급,살균,2024-08-28,다3,4000배,-,발생초기,경엽처리,수확2일전,3회,유제,(주)천지인바이오텍
62-살균-39,제조,고추(잎),탄저병,테부코나졸 입제,Tebuconazole,2%,마제스타,Ⅳ급(저독성),Ⅲ급,살균,2021-09-17,사1,-,3㎏/10a,정식(파종)전,토양처리,정식기,1회,입제,지넥스(주)
46-살균-472,제조,고추,탄저병,만코제브.메탈락실 수화제,Mancozeb+Metalaxyl,63.5(56+7.5)%,마크원,Ⅳ급(저독성),Ⅲ급,살균,1994-10-20,카+가1,500배,-,발병초부터 10일간격,경엽처리,수확15일전,2회,수화제,(주)팜한농
46-살균-431,제조,고추(단고추류포함),탄저병,만데스트로빈 액상수화제,Mandestrobin,40%,만데스,Ⅳ급(저독성),Ⅱ급,살균,2016-08-02,다3,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,액상수화제,(주)팜한농
69-살균-13,제조,고추(단고추류포함),탄저병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,매직탄,Ⅳ급(저독성),Ⅱ급,살균,2018-05-08,다3,2000배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,㈜이엑스아이디
69-살균-8,제조,고추(단고추류포함),탄저병,디페노코나졸 액상수화제,Difenoconazole,10%,매직텐트,Ⅳ급(저독성),Ⅲ급,살균,2018-04-23,사1,2000배,-,발병초 10일간격,경엽처리,수확7일전,2회,액상수화제,㈜이엑스아이디
46-살균-343,제조,고추(단고추류포함),탄저병,디티아논.피라클로스트로빈 유현탁제,Dithianon+Pyraclostrobin,32(24+8)%,매카니,Ⅳ급(저독성),Ⅰ급,살균,2011-03-29,카+다3,2000배,-,발병초 10일간격,경엽처리,수확2일전,3회,유현탁제,(주)팜한농
37-살균-23,수입,고추(단고추류포함),탄저병,디티아논.피라클로스트로빈 입상수화제,Dithianon+Pyraclostrobin,16(12+4)%,매카니,Ⅳ급(저독성),Ⅰ급,살균,2008-03-31,카+다3,1000배,-,발병초 10일간격,경엽처리,수확7일전,3회,입상수화제,한국바스프(주)
96-살균-22,수입,고추(단고추류포함),탄저병,디티아논.피라클로스트로빈 입상수화제,Dithianon+Pyraclostrobin,16(12+4)%,매카니,Ⅳ급(저독성),Ⅰ급,살균,2008-03-31,카+다3,1000배,-,발병초 10일간격,경엽처리,수확7일전,3회,입상수화제,(주)팜한농
77-살균-16,제조,고추,탄저병,클로로탈로닐 수화제,Chlorothalonil,75%,맨사칸,Ⅳ급(저독성),Ⅰ급,살균,2023-05-03,카,700배,-,발생초기,경엽처리,수확7일전,4회,수화제,태평에이지(주)
77-살균-16,제조,단고추류,탄저병,클로로탈로닐 수화제,Chlorothalonil,75%,맨사칸,Ⅳ급(저독성),Ⅰ급,살균,2023-05-03,카,700배,-,발생초기,경엽처리,수확7일전,4회,수화제,태평에이지(주)
51-살균-8,제조,고추(단고추류포함),탄저병,프로클로라즈망가니즈 수화제,Prochloraz-manganese,50%,머니업,Ⅳ급(저독성),Ⅱ급,살균,2011-12-13,사1,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,수화제,아그리젠토(주)
4-살균-369,제조,고추,탄저병,플루오피람.트리플록시스트로빈 액상수화제,Fluopyram+Trifloxystrobin,42.6(21.3+21.3)%,머큐리슈퍼,Ⅳ급(저독성),Ⅰ급,살균,2013-06-21,다2+다3,4000배,-,발생초기 10일간격,경엽처리,수확3일전,2회,액상수화제,바이엘크롭사이언스(주)
